id,title,publisher,edition,format,availability,url,download_url,local_path,sha256,retrieved_at,rights_url,rights_notes,whitepaper_ref,notes
sme-small-2026-rieti,2026年版中小企業白書・小規模企業白書について（担当室長の説明資料）,中小企業庁調査室 岡田直也／RIETI掲載,2026,pdf,acquired,https://www.rieti.go.jp/jp/events/26061101/handout.html,https://www.rieti.go.jp/jp/events/bbl/26061101_okada.pdf,raw/industry-sme/sme-small-2026-overview-rieti.pdf,17fcdfe9e9ec76244c8931828a32e0c7b99f1195499b4d395e209a6ffb9162be,2026-09-22T09:55:35.504265+00:00,https://www.rieti.go.jp/jp/site_policy.html,調査参照用。RIETI掲載素材に一律のオープンライセンスを仮定しない。公開ページに画像を流用せず、統計から描き直す。,資料p.9–17=中小企業白書第2部第1–2章、p.18–24=小規模企業白書第2部第1–2章,2026-06-11 RIETI BBL、全25ページ。中小企業庁直掲載の2026gaiyou.pdfそのものとのバイト一致は未確認。頁はこの説明資料の頁。
industry-iip-annual-20260914,2020年基準鉱工業指数 業種別／四半期、年、年度／原指数,経済産業省／e-Stat,2026-09-14公開版,xlsx,acquired,https://www.e-stat.go.jp/stat-search/files?bunya_l=05&layout=datalist&toukei=00550300&tstat=000001022877&result_page=1&cycle=0&tclass1=000001205860&page=1&tclass2val=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040172370&fileKind=0,raw/industry-sme/iip-industry-annual-quarterly-original-20260914.xlsx,4bcaf7a01d8f6ad2603bb32df5dd7f7356ecf6df42739ab786fd5a763bca20c5,2026-09-22T09:58:13.102356+00:00,https://www.e-stat.go.jp/terms-of-use,数値を再集計可。経済産業省・e-Statと加工内容を明示。,ものづくり白書第1部第1章第2節 生産・出荷の状況の原統計に対応,配布名b2020_goq1j.xlsx。年次CY2018–2025。生産計・出荷計・在庫計(期末)・在庫計(平均)・在庫率計。白書刊行後の改定版であり掲載値の再現とは区別。
industry-iip-monthly-20260914,2020年基準鉱工業指数 業種別／月次／原指数,経済産業省／e-Stat,2026-09-14公開版,xlsx,acquired,https://www.e-stat.go.jp/stat-search/files?bunya_l=05&layout=datalist&toukei=00550300&tstat=000001022877&result_page=1&cycle=0&tclass1=000001205860&page=1&tclass2val=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040172364&fileKind=0,raw/industry-sme/iip-industry-monthly-original-20260914.xlsx,dfa7ead12961fab8fa71c194be2a8efb4074644d822a3a4883cd59996a9136a6,2026-09-22T09:58:13.515035+00:00,https://www.e-stat.go.jp/terms-of-use,数値を再集計可。経済産業省・e-Statと加工内容を明示。,同上,配布名b2020_gom1j.xlsx。暦年平均の検算に使用。P=速報、X=秘匿、***=非作成を区別。
sme-basic-2025-final,中小企業実態基本調査 令和7年確報（令和6年度決算実績） 調査の概況（集計結果）,中小企業庁／e-Stat,2025年調査・2026-06-29確報,xlsx,acquired,https://www.e-stat.go.jp/stat-search/files?kikan=00553&layout=dataset&toukei=00553010,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040470279&fileKind=0,raw/industry-sme/sme-basic-2025-final-summary.xlsx,17b5112c2cf5c7b9f49e84fa4b54818e373f07a4e45368261d3f432bfd43848a,2026-09-22T10:01:32.762132+00:00,https://www.e-stat.go.jp/terms-of-use,出典を中小企業庁「令和7年中小企業実態基本調査」と明示。数値の再集計可。,中小企業白書第2部第1章 労働生産性の状況／説明資料p.10,32シートの集計済み公的統計。第3-5・3-6表に付加価値額、第1-1・1-2表に従業者、第5-1・5-2表に設備投資。個票ではない。説明資料で使用した2024年度速報値とは改定時点が異なる。
sme-basic-2025-final-notes,令和7年中小企業実態基本調査 利用上の注意,中小企業庁／e-Stat,2025年調査・2026-06-29確報,pdf,acquired,https://www.e-stat.go.jp/stat-search/files?kikan=00553&layout=dataset&toukei=00553010,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040470276&fileKind=2,raw/industry-sme/sme-basic-2025-final-notes.pdf,ffec666816ca42c0f566667ef430813b2389b7e0b16949a4a8d6f2aa02a3617d,2026-09-22T10:01:33.257917+00:00,https://www.e-stat.go.jp/terms-of-use,出典表示。,中小企業白書第2部第1章の原統計の定義確認,約11万社対象の標本調査を母集団に拡大推計。従業者2025-06-01現在、売上等は最近決算期の1年間。消費税込/税抜が混在し補正なし。p.2に記号と調査計画変更。
industry-estat-catalog,鉱工業指数 2020年基準ファイル一覧,e-Stat,2026-09-22参照,html,acquired,https://www.e-stat.go.jp/stat-search/files?bunya_l=05&layout=datalist&toukei=00550300&tstat=000001022877&result_page=1&cycle=0&tclass1=000001205860&page=1&tclass2val=0,https://www.e-stat.go.jp/stat-search/files?bunya_l=05&layout=datalist&toukei=00550300&tstat=000001022877&result_page=1&cycle=0&tclass1=000001205860&page=1&tclass2val=0,raw/industry-sme/estat-iip-files-2020.html,a647df10529a445da4090c0961416aafb052b8af3c8824a1ba94364bdd4cbae8,2026-09-22T09:57:23.549049+00:00,https://www.e-stat.go.jp/terms-of-use,出典表示。,,2026-09-14公開更新日とダウンロードIDを保存。
sme-estat-catalog,中小企業実態基本調査 統計表一覧,e-Stat,2026-09-22参照,html,acquired,https://www.e-stat.go.jp/stat-search/files?kikan=00553&layout=dataset&toukei=00553010,https://www.e-stat.go.jp/stat-search/files?kikan=00553&layout=dataset&toukei=00553010,raw/industry-sme/estat-sme-basic-index.html,876bd9e29c635a9ee3a52c86c029b4e0a08527be6bd81b12813a4cbca205355a,2026-09-22T10:00:53.875356+00:00,https://www.e-stat.go.jp/terms-of-use,出典表示。,,確報2026-06-29公開と表名を保存。
mono-chart-tables-2026,ものづくり白書2026 章別データ資料,経済産業省／中小企業庁,2026,xlsx,not_acquired_http_403,https://www.meti.go.jp/report/whitepaper/mono/2026/index.html,,,,,https://www.meti.go.jp/main/rules.html,元統計・第三者データ・企業提供写真を個別判定。,,公式検索結果に第1章99KB、第2章52KB、第3章89KB、第4章41KBのExcelを確認。直接HTMLは403。個別Excel URL未取得。図表再現用集計であり個票ではない。 確認日2026-09-22。
sme-direct-overview-2026,中小企業・小規模企業白書2026 概要 直掲載版,経済産業省／中小企業庁,2026,pdf,not_acquired_http_403,https://www.chusho.meti.go.jp/pamflet/hakusyo/2026/PDF/2026gaiyou.pdf,https://www.chusho.meti.go.jp/pamflet/hakusyo/2026/PDF/2026gaiyou.pdf,,,,https://www.meti.go.jp/main/rules.html,元統計・第三者データ・企業提供写真を個別判定。,,検索結果で刊行を確認。直接取得はHTTP403。RIETIの担当室長資料と国会提出概要を代替取得。 確認日2026-09-22。
mono-figure-reference,ものづくり概要p.5 サプライチェーン（参照レンダー）,経済産業省・厚生労働省・文部科学省／衆議院掲載,2026,png,derived_local_reference_only,https://www.meti.go.jp/report/whitepaper/mono/2026/index.html,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/gian_hokoku/20260529monogaiyo.pdf/%24File/20260529monogaiyo.pdf,assets/industry-sme/mono-2026-overview-p5-reference.png,cfb7ccdf8510e8d007bc962ed9bd854bd7dfd791b94f739f3cc4a75c0baf7cf1,2026-09-22T09:54:39.203732+00:00,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/link.html,調査参照用。掲載元の一般規約は画像利用や改変に条件がある。公開サイトで画像を再利用する前に原著作者・個別図版の権利を確認。数値は原統計から再描画する。,概要p.5 図1–4／PDF物理p.7,元PDFの1ページをpdftoppmで1800pxにレンダー。掲載候補調査のための参照用で、公開用クリア済み画像ではない。元資料ID=mono-2026-overview
sme-figure-reference,中小企業説明資料p.10 生産性（参照レンダー）,中小企業庁調査室 岡田直也／RIETI掲載,2026,png,derived_local_reference_only,https://www.rieti.go.jp/jp/events/26061101/handout.html,https://www.rieti.go.jp/jp/events/bbl/26061101_okada.pdf,assets/industry-sme/sme-2026-productivity-p10-reference.png,b8a5099aae536de4578c7e67aaa6608647b05aa2b23cf08cd415af53e2449f42,2026-09-22T09:55:35.504265+00:00,https://www.rieti.go.jp/jp/site_policy.html,調査参照用。RIETI掲載素材に一律のオープンライセンスを仮定しない。公開ページに画像を流用せず、統計から描き直す。,説明資料p.10 図1–3,元PDFの1ページをpdftoppmで1800pxにレンダー。掲載候補調査のための参照用で、公開用クリア済み画像ではない。元資料ID=sme-small-2026-rieti
trade-whitepaper-index-2026,通商白書2026 公式索引,経済産業省,2026,HTML,indexed_not_downloaded,https://www.meti.go.jp/report/tsuhaku2026/index.html,,,,2026-09-22,https://www.meti.go.jp/main/rules.html,,,"公式検索索引に2026年版・概要版5,067KB・2026-07-03更新を確認。直接アクセス403。概要版PDFは未取得。推定PDF URLを実在リンクとして記録していない。"
trade-whitepaper-contents-2026,通商白書2026 PDF本文目次,経済産業省,2026,HTML,indexed_not_downloaded,https://www.meti.go.jp/report/tsuhaku2026/whitepaper_2026.html,,,,2026-09-22,https://www.meti.go.jp/main/rules.html,,,公式検索索引で2026-06-30更新と章構成を確認。本文・概要PDFの保存は未達。第1部第5章は「信頼できる経済圏」と危機管理投資・成長投資。
trade-meti-presentation-2026,通商白書2026 解説講演資料（57頁）,経済産業省 通商政策局／掲載：経済産業研究所（RIETI）,2026年7月,PDF,downloaded,https://www.rieti.go.jp/jp/events/bbl/26072301_yoda.pdf,https://www.rieti.go.jp/jp/events/bbl/26072301_yoda.pdf,raw/trade/meti-rieti-presentation-2026.pdf,619b951aeb6440e257aa82207a837fe2065bc22532549319a5395157ac2afd2d,2026-09-22T09:53:22.025883+00:00,https://www.rieti.go.jp/jp/site_policy.html,RIETIサイトの素材は包括オープンライセンスではない。研究参考として保存。ページ画像の公衆向け転載は未許諾として保留。引用の必然性・主従関係・明瞭区分・出所表示、または権利者条件の確認が必要。,2026年版全体の解説。PDF p7（印刷p6）貿易統計、PDF p18（印刷p17）サプライチェーン、PDF p55-57（印刷p54-56）戦略。,公式概要版の代替として取得した同省作成・RIETI公式掲載の一次講演資料。公式概要版そのものではない。
trade-rieti-event-2026,通商白書2026 解説講演の開催情報・議事録,経済産業研究所（RIETI）,2026-07-23,HTML,downloaded,https://www.rieti.go.jp/jp/events/bbl/26072301.html,https://www.rieti.go.jp/jp/events/bbl/26072301.html,raw/trade/rieti-2026.html,680c632f5a73a96e8d30ae68b94ba467bd742103f09f316f00a1a476381c0131,2026-09-22T09:53:22.154485+00:00,https://www.rieti.go.jp/jp/site_policy.html,,,開催と講演者・添付PDFリンクを確認。議事録の要約と講演資料の原記述は区別。
trade-mof-index,輸出入額の推移 年次・月次CSV一覧,財務省 関税局・税関,,HTML,downloaded,https://www.customs.go.jp/toukei/suii/html/time.htm,https://www.customs.go.jp/toukei/suii/html/time.htm,raw/trade/customs-index.html,0aebd09762e44bacb0f0de60928084a8887c0ea40df626b8c26527ab25275fb9,2026-09-22T09:51:56.971451+00:00,https://www.customs.go.jp/kyotsu/rules.htm,,,原本CSVの単位千円、総額1979年以降、商品別1988年以降。2024年以前確定値／2025年確々報値。
trade-mof-world-annual,日本の世界向け輸出入総額・年別CSV,財務省 関税局・税関,,CSV (CP932),downloaded,https://www.customs.go.jp/toukei/suii/html/time.htm,https://www.customs.go.jp/toukei/suii/html/data/d41ca.csv,raw/trade/mof-world-annual.csv,10f4829db214e5f869c9e73fd1bc478fac4c14d7132c0a558e9196bc92981034,2026-09-22T09:52:22.125332+00:00,https://www.customs.go.jp/kyotsu/rules.htm,税関利用規約で特記なきコンテンツにPDL1.0適用。出典・加工者を表示。ロゴ等の別規則対象は使用しない。,同省解説PDF p7（印刷p6）出典「財務省 貿易統計」。今回取得は暦年総額であり同ページの年度・地域別図を完全再現するデータではない。,1979–2025暦年、47行、名目円、千円単位。原本公表集計表（個票ではない）。輸出FOB／輸入CIF。
trade-mof-products-import-annual,日本の世界からの主要商品輸入・年別CSV,財務省 関税局・税関,,CSV (CP932),downloaded,https://www.customs.go.jp/toukei/suii/html/time.htm,https://www.customs.go.jp/toukei/suii/html/data/d61ca.csv,raw/trade/mof-products-import-annual.csv,4fc0e2c09c73e4c5d92df7e232fbf3be4c2cbf434818df0926a18079310096e1,2026-09-22T09:52:22.241062+00:00,https://www.customs.go.jp/kyotsu/rules.htm,PDL1.0、出典と加工の明記。,通商・エネルギー横断分析用の追加一次統計。白書個別図との完全一致は未検証。,1988–2025暦年、38行、116列。鉱物性燃料の概況品コード3、金額列33（0始まり）、千円。原油・LNG・石炭などの数量・金額も原本に収録。親分類と内訳の二重計上に注意。
trade-mof-total-html,年別輸出入総額の推移表（1950年以降）,財務省 関税局・税関,,HTML,downloaded,https://www.customs.go.jp/toukei/suii/html/nenbet.htm,https://www.customs.go.jp/toukei/suii/html/nenbet.htm,raw/trade/customs-year-total.html,6428c52aac2b7bcfbf39863c501edbf57e92a82c74dc5098efdb06ce1b3ce485,2026-09-22T09:55:19.379864+00:00,https://www.customs.go.jp/kyotsu/rules.htm,,,CSVと重なる1979–2024の46年について輸出・輸入を完全一致検証。
trade-mof-rights,税関ホームページ利用規約,財務省 関税局・税関,,HTML,downloaded,https://www.customs.go.jp/kyotsu/rules.htm,https://www.customs.go.jp/kyotsu/rules.htm,raw/trade/customs-rules.html,2fc7ec983550f2c335af5e13425d909faa784683cf5a0914158e752abdad419f,2026-09-22T09:55:19.281647+00:00,https://www.customs.go.jp/kyotsu/rules.htm,,,PDL1.0の適用と除外対象を確認。
trade-rieti-rights,RIETIサイトポリシー,経済産業研究所（RIETI）,,HTML,downloaded,https://www.rieti.go.jp/jp/site_policy.html,https://www.rieti.go.jp/jp/site_policy.html,raw/trade/rieti-policy.html,0189b77d0466f2ef8a5dd25a6c1ca88c5d0d359b25ea859a5ec5559d0c6b4a6a,2026-09-22T09:55:19.518714+00:00,,,,研究素材を公開サイトに転載できる包括許諾は確認できない。
trade-chart-reference-7,2025年度の日本の貿易,経済産業省 通商政策局／RIETI掲載,2026年7月,PNG,derived_research_reference_only,https://www.rieti.go.jp/jp/events/bbl/26072301_yoda.pdf#page=7,https://www.rieti.go.jp/jp/events/bbl/26072301_yoda.pdf,assets/trade/meti-presentation-2026-page07.png,49fae6a4ba26736bc31b1a901d0fabbd49ce308ea120928577de9f2d21fcfeda,2026-09-22T09:54:35.335019+00:00,https://www.rieti.go.jp/jp/site_policy.html,原PDFページを出典・注記ごとPNGにレンダリング。研究確認用、公開転用は保留。,解説講演資料 PDF p7（印刷p6）,pdftoppm -scale-to 1800。図表単体の独立配布ではなくページ画像。視認性と注記保持を確認済み。
trade-chart-reference-18,アジアの石油製品のサプライチェーン試算,経済産業省 通商政策局／RIETI掲載,2026年7月,PNG,derived_research_reference_only,https://www.rieti.go.jp/jp/events/bbl/26072301_yoda.pdf#page=18,https://www.rieti.go.jp/jp/events/bbl/26072301_yoda.pdf,assets/trade/meti-presentation-2026-page18.png,ae34aea9a70702ef0dfb8d3c2dcc0df16768a3950d4a5eb2f6d03681f1346f20,2026-09-22T09:54:35.758031+00:00,https://www.rieti.go.jp/jp/site_policy.html,原PDFページを出典・注記ごとPNGにレンダリング。研究確認用、公開転用は保留。,解説講演資料 PDF p18（印刷p17）,pdftoppm -scale-to 1800。図表単体の独立配布ではなくページ画像。視認性と注記保持を確認済み。
